signal_t,numsig_ratio,num_PvsN,t-1vst,OCt-1Over2p,target,position_type,metric,value
n,Over20p,moreP,same,over2p,2to9,숏,손실 중위값,4.856
p,Under20p,moreN,diff,under2p,2to9,양방향,양쪽 다 털기,22.0406
p,Under20p,moreN,diff,under2p,2to9,양방향,양쪽 부분 털기,4.9324
p,Under20p,moreN,diff,under2p,2to9,양방향,횡보,15.3133
p,Under20p,moreN,diff,under2p,2to9,양방향,한쪽 박살,36.3719
p,Under20p,moreN,diff,under2p,2to9,롱,완전 익절,48.1869
p,Under20p,moreN,diff,under2p,2to9,롱,부분 익절,6.2569
p,Under20p,moreN,diff,under2p,2to9,롱,손실 전체,45.5563
p,Under20p,moreN,diff,under2p,2to9,롱,익절선보다 큰 손실,23.6162
p,Under20p,moreN,diff,under2p,2to9,롱,손실 평균,-2.6946
p,Under20p,moreN,diff,under2p,2to9,롱,손실 중위값,-2.0794
p,Under20p,moreN,diff,under2p,2to9,숏,완전 익절,58.5404
p,Under20p,moreN,diff,under2p,2to9,숏,부분 익절,12.5411
p,Under20p,moreN,diff,under2p,2to9,숏,손실 전체,28.9185
p,Under20p,moreN,diff,under2p,2to9,숏,익절선보다 큰 손실,12.7558
p,Under20p,moreN,diff,under2p,2to9,숏,손실 평균,2.9519
p,Under20p,moreN,diff,under2p,2to9,숏,손실 중위값,1.6493
p,Under20p,moreN,diff,over2p,2to9,양방향,양쪽 다 털기,40.407
p,Under20p,moreN,diff,over2p,2to9,양방향,양쪽 부분 털기,3.5922
p,Under20p,moreN,diff,over2p,2to9,양방향,횡보,4.0282
p,Under20p,moreN,diff,over2p,2to9,양방향,한쪽 박살,36.7733
p,Under20p,moreN,diff,over2p,2to9,롱,완전 익절,63.1852
p,Under20p,moreN,diff,over2p,2to9,롱,부분 익절,3.4468
p,Under20p,moreN,diff,over2p,2to9,롱,손실 전체,33.3679
p,Under20p,moreN,diff,over2p,2to9,롱,익절선보다 큰 손실,23.3181
p,Under20p,moreN,diff,over2p,2to9,롱,손실 평균,-4.4135
p,Under20p,moreN,diff,over2p,2to9,롱,손실 중위값,-3.2656
p,Under20p,moreN,diff,over2p,2to9,숏,완전 익절,73.1935
p,Under20p,moreN,diff,over2p,2to9,숏,부분 익절,3.6545
p,Under20p,moreN,diff,over2p,2to9,숏,손실 전체,23.152
p,Under20p,moreN,diff,over2p,2to9,숏,익절선보다 큰 손실,13.4551
p,Under20p,moreN,diff,over2p,2to9,숏,손실 평균,4.3352
p,Under20p,moreN,diff,over2p,2to9,숏,손실 중위값,2.381
p,Under20p,moreN,same,under2p,2to9,양방향,양쪽 다 털기,24.5496
p,Under20p,moreN,same,under2p,2to9,양방향,양쪽 부분 털기,5.3806
p,Under20p,moreN,same,under2p,2to9,양방향,횡보,13.7883
p,Under20p,moreN,same,under2p,2to9,양방향,한쪽 박살,36.9112
p,Under20p,moreN,same,under2p,2to9,롱,완전 익절,49.6234
p,Under20p,moreN,same,under2p,2to9,롱,부분 익절,5.6375
p,Under20p,moreN,same,under2p,2to9,롱,손실 전체,44.7391
p,Under20p,moreN,same,under2p,2to9,롱,익절선보다 큰 손실,24.3031
p,Under20p,moreN,same,under2p,2to9,롱,손실 평균,-2.8198
p,Under20p,moreN,same,under2p,2to9,롱,손실 중위값,-2.2139
p,Under20p,moreN,same,under2p,2to9,숏,완전 익절,61.1379
p,Under20p,moreN,same,under2p,2to9,숏,부분 익절,12.3928
p,Under20p,moreN,same,under2p,2to9,숏,손실 전체,26.4693
p,Under20p,moreN,same,under2p,2to9,숏,익절선보다 큰 손실,12.608
p,Under20p,moreN,same,under2p,2to9,숏,손실 평균,3.4806
p,Under20p,moreN,same,under2p,2to9,숏,손실 중위값,1.8381
p,Under20p,moreN,same,over2p,2to9,양방향,양쪽 다 털기,46.8037
p,Under20p,moreN,same,over2p,2to9,양방향,양쪽 부분 털기,2.8627
p,Under20p,moreN,same,over2p,2to9,양방향,횡보,2.1309
p,Under20p,moreN,same,over2p,2to9,양방향,한쪽 박살,37.4839
p,Under20p,moreN,same,over2p,2to9,롱,완전 익절,64.5071
p,Under20p,moreN,same,over2p,2to9,롱,부분 익절,1.6789
p,Under20p,moreN,same,over2p,2to9,롱,손실 전체,33.814
p,Under20p,moreN,same,over2p,2to9,롱,익절선보다 큰 손실,26.3991
p,Under20p,moreN,same,over2p,2to9,롱,손실 평균,-4.9177
p,Under20p,moreN,same,over2p,2to9,롱,손실 중위값,-3.9868
p,Under20p,moreN,same,over2p,2to9,숏,완전 익절,80.1657
p,Under20p,moreN,same,over2p,2to9,숏,부분 익절,3.1425
p,Under20p,moreN,same,over2p,2to9,숏,손실 전체,16.6918
p,Under20p,moreN,same,over2p,2to9,숏,익절선보다 큰 손실,11.0848
p,Under20p,moreN,same,over2p,2to9,숏,손실 평균,5.7103
p,Under20p,moreN,same,over2p,2to9,숏,손실 중위값,3.1023
p,Under20p,moreP,diff,under2p,2to9,양방향,양쪽 다 털기,16.4158
p,Under20p,moreP,diff,under2p,2to9,양방향,양쪽 부분 털기,4.9794
p,Under20p,moreP,diff,under2p,2to9,양방향,횡보,20.2377
p,Under20p,moreP,diff,under2p,2to9,양방향,한쪽 박살,34.9524
p,Under20p,moreP,diff,under2p,2to9,롱,완전 익절,44.8902
p,Under20p,moreP,diff,under2p,2to9,롱,부분 익절,8.6243
p,Under20p,moreP,diff,under2p,2to9,롱,손실 전체,46.4855
p,Under20p,moreP,diff,under2p,2to9,롱,익절선보다 큰 손실,20.9747
p,Under20p,moreP,diff,under2p,2to9,롱,손실 평균,-2.2742
p,Under20p,moreP,diff,under2p,2to9,롱,손실 중위값,-1.7772
p,Under20p,moreP,diff,under2p,2to9,숏,완전 익절,51.2879
p,Under20p,moreP,diff,under2p,2to9,숏,부분 익절,14.6718
p,Under20p,moreP,diff,under2p,2to9,숏,손실 전체,34.0402
p,Under20p,moreP,diff,under2p,2to9,숏,익절선보다 큰 손실,13.9777
p,Under20p,moreP,diff,under2p,2to9,숏,손실 평균,2.555
p,Under20p,moreP,diff,under2p,2to9,숏,손실 중위값,1.4989
p,Under20p,moreP,diff,over2p,2to9,양방향,양쪽 다 털기,31.3685
p,Under20p,moreP,diff,over2p,2to9,양방향,양쪽 부분 털기,3.8853
p,Under20p,moreP,diff,over2p,2to9,양방향,횡보,7.4996
p,Under20p,moreP,diff,over2p,2to9,양방향,한쪽 박살,37.7486
p,Under20p,moreP,diff,over2p,2to9,롱,완전 익절,57.7629
p,Under20p,moreP,diff,over2p,2to9,롱,부분 익절,5.1633
p,Under20p,moreP,diff,over2p,2to9,롱,손실 전체,37.0738
p,Under20p,moreP,diff,over2p,2to9,롱,익절선보다 큰 손실,22.4988
p,Under20p,moreP,diff,over2p,2to9,롱,손실 평균,-3.4183
p,Under20p,moreP,diff,over2p,2to9,롱,손실 중위값,-2.4412
p,Under20p,moreP,diff,over2p,2to9,숏,완전 익절,66.106
p,Under20p,moreP,diff,over2p,2to9,숏,부분 익절,5.5314
p,Under20p,moreP,diff,over2p,2to9,숏,손실 전체,28.3626
p,Under20p,moreP,diff,over2p,2to9,숏,익절선보다 큰 손실,15.2497
p,Under20p,moreP,diff,over2p,2to9,숏,손실 평균,3.5101
p,Under20p,moreP,diff,over2p,2to9,숏,손실 중위값,2.1277
p,Under20p,moreP,same,under2p,2to9,양방향,양쪽 다 털기,18.7013
p,Under20p,moreP,same,under2p,2to9,양방향,양쪽 부분 털기,5.42
p,Under20p,moreP,same,under2p,2to9,양방향,횡보,18.8711
p,Under20p,moreP,same,under2p,2to9,양방향,한쪽 박살,35.1167
p,Under20p,moreP,same,under2p,2to9,롱,완전 익절,46.3397
p,Under20p,moreP,same,under2p,2to9,롱,부분 익절,7.8917
p,Under20p,moreP,same,under2p,2to9,롱,손실 전체,45.7686
p,Under20p,moreP,same,under2p,2to9,롱,익절선보다 큰 손실,21.4547
p,Under20p,moreP,same,under2p,2to9,롱,손실 평균,-2.4079
p,Under20p,moreP,same,under2p,2to9,롱,손실 중위값,-1.8591
p,Under20p,moreP,same,under2p,2to9,숏,완전 익절,53.4905
p,Under20p,moreP,same,under2p,2to9,숏,부분 익절,14.875
p,Under20p,moreP,same,under2p,2to9,숏,손실 전체,31.6345
p,Under20p,moreP,same,under2p,2to9,숏,익절선보다 큰 손실,13.662
p,Under20p,moreP,same,under2p,2to9,숏,손실 평균,2.8962
p,Under20p,moreP,same,under2p,2to9,숏,손실 중위값,1.626
p,Under20p,moreP,same,over2p,2to9,양방향,양쪽 다 털기,40.5376
p,Under20p,moreP,same,over2p,2to9,양방향,양쪽 부분 털기,3.2275
p,Under20p,moreP,same,over2p,2to9,양방향,횡보,2.9488
p,Under20p,moreP,same,over2p,2to9,양방향,한쪽 박살,38.5927
p,Under20p,moreP,same,over2p,2to9,롱,완전 익절,62.624
p,Under20p,moreP,same,over2p,2to9,롱,부분 익절,2.1787
p,Under20p,moreP,same,over2p,2to9,롱,손실 전체,35.1973
p,Under20p,moreP,same,over2p,2to9,롱,익절선보다 큰 손실,25.3918
p,Under20p,moreP,same,over2p,2to9,롱,손실 평균,-4.1803
p,Under20p,moreP,same,over2p,2to9,롱,손실 중위값,-3.3281
p,Under20p,moreP,same,over2p,2to9,숏,완전 익절,74.9648
p,Under20p,moreP,same,over2p,2to9,숏,부분 익절,3.725
p,Under20p,moreP,same,over2p,2to9,숏,손실 전체,21.3102
p,Under20p,moreP,same,over2p,2to9,숏,익절선보다 큰 손실,13.2009
p,Under20p,moreP,same,over2p,2to9,숏,손실 평균,4.8731
p,Under20p,moreP,same,over2p,2to9,숏,손실 중위값,2.6316
p,Over20p,moreN,diff,under2p,2to9,양방향,양쪽 다 털기,39.1304
p,Over20p,moreN,diff,under2p,2to9,양방향,양쪽 부분 털기,5.0725
p,Over20p,moreN,diff,under2p,2to9,양방향,횡보,4.3478
p,Over20p,moreN,diff,under2p,2to9,양방향,한쪽 박살,34.7826
p,Over20p,moreN,diff,under2p,2to9,롱,완전 익절,68.1159
p,Over20p,moreN,diff,under2p,2to9,롱,부분 익절,5.7971
p,Over20p,moreN,diff,under2p,2to9,롱,손실 전체,26.087
p,Over20p,moreN,diff,under2p,2to9,롱,익절선보다 큰 손실,15.2174
p,Over20p,moreN,diff,under2p,2to9,롱,손실 평균,-4.2517
p,Over20p,moreN,diff,under2p,2to9,롱,손실 중위값,-3.343
p,Over20p,moreN,diff,under2p,2to9,숏,완전 익절,66.6667
p,Over20p,moreN,diff,under2p,2to9,숏,부분 익절,3.6232
p,Over20p,moreN,diff,under2p,2to9,숏,손실 전체,29.7101
p,Over20p,moreN,diff,under2p,2to9,숏,익절선보다 큰 손실,19.5652
p,Over20p,moreN,diff,under2p,2to9,숏,손실 평균,4.9315
p,Over20p,moreN,diff,under2p,2to9,숏,손실 중위값,4.5455
p,Over20p,moreN,diff,over2p,2to9,양방향,양쪽 다 털기,49.8054
p,Over20p,moreN,diff,over2p,2to9,양방향,양쪽 부분 털기,1.1673
p,Over20p,moreN,diff,over2p,2to9,양방향,횡보,1.5564
p,Over20p,moreN,diff,over2p,2to9,양방향,한쪽 박살,41.2451
p,Over20p,moreN,diff,over2p,2to9,롱,완전 익절,87.5486
p,Over20p,moreN,diff,over2p,2to9,롱,부분 익절,1.5564
p,Over20p,moreN,diff,over2p,2to9,롱,손실 전체,10.8949
p,Over20p,moreN,diff,over2p,2to9,롱,익절선보다 큰 손실,7.0039
p,Over20p,moreN,diff,over2p,2to9,롱,손실 평균,-4.2708
p,Over20p,moreN,diff,over2p,2to9,롱,손실 중위값,-3.9664
p,Over20p,moreN,diff,over2p,2to9,숏,완전 익절,60.7004
p,Over20p,moreN,diff,over2p,2to9,숏,부분 익절,0.3891
p,Over20p,moreN,diff,over2p,2to9,숏,손실 전체,38.9105
p,Over20p,moreN,diff,over2p,2to9,숏,익절선보다 큰 손실,34.2412
p,Over20p,moreN,diff,over2p,2to9,숏,손실 평균,8.9025
p,Over20p,moreN,diff,over2p,2to9,숏,손실 중위값,8.2011
p,Over20p,moreN,same,under2p,2to9,양방향,양쪽 다 털기,43.9024
p,Over20p,moreN,same,under2p,2to9,양방향,양쪽 부분 털기,2.439
p,Over20p,moreN,same,under2p,2to9,양방향,횡보,4.878
p,Over20p,moreN,same,under2p,2to9,양방향,한쪽 박살,33.3333
p,Over20p,moreN,same,under2p,2to9,롱,완전 익절,68.2927
p,Over20p,moreN,same,under2p,2to9,롱,부분 익절,4.065
p,Over20p,moreN,same,under2p,2to9,롱,손실 전체,27.6423
p,Over20p,moreN,same,under2p,2to9,롱,익절선보다 큰 손실,18.6992
p,Over20p,moreN,same,under2p,2to9,롱,손실 평균,-3.8352
p,Over20p,moreN,same,under2p,2to9,롱,손실 중위값,-3.2141
p,Over20p,moreN,same,under2p,2to9,숏,완전 익절,70.7317
p,Over20p,moreN,same,under2p,2to9,숏,부분 익절,3.252
p,Over20p,moreN,same,under2p,2to9,숏,손실 전체,26.0163
p,Over20p,moreN,same,under2p,2to9,숏,익절선보다 큰 손실,14.6341
p,Over20p,moreN,same,under2p,2to9,숏,손실 평균,4.3838
p,Over20p,moreN,same,under2p,2to9,숏,손실 중위값,2.9114
p,Over20p,moreN,same,over2p,2to9,양방향,양쪽 다 털기,49.3976
p,Over20p,moreN,same,over2p,2to9,양방향,양쪽 부분 털기,3.012
p,Over20p,moreN,same,over2p,2to9,양방향,횡보,0.6024
p,Over20p,moreN,same,over2p,2to9,양방향,한쪽 박살,42.1687
p,Over20p,moreN,same,over2p,2to9,롱,완전 익절,77.7108
p,Over20p,moreN,same,over2p,2to9,롱,부분 익절,2.4096
p,Over20p,moreN,same,over2p,2to9,롱,손실 전체,19.8795
p,Over20p,moreN,same,over2p,2to9,롱,익절선보다 큰 손실,16.8675
p,Over20p,moreN,same,over2p,2to9,롱,손실 평균,-5.5936
p,Over20p,moreN,same,over2p,2to9,롱,손실 중위값,-3.6396
p,Over20p,moreN,same,over2p,2to9,숏,완전 익절,71.0843
p,Over20p,moreN,same,over2p,2to9,숏,부분 익절,1.2048
p,Over20p,moreN,same,over2p,2to9,숏,손실 전체,27.7108
p,Over20p,moreN,same,over2p,2to9,숏,익절선보다 큰 손실,25.3012
p,Over20p,moreN,same,over2p,2to9,숏,손실 평균,8.3698
p,Over20p,moreN,same,over2p,2to9,숏,손실 중위값,5.6443
p,Over20p,moreP,diff,under2p,2to9,양방향,양쪽 다 털기,13.7143
p,Over20p,moreP,diff,under2p,2to9,양방향,양쪽 부분 털기,5.3898
p,Over20p,moreP,diff,under2p,2to9,양방향,횡보,20.9298
p,Over20p,moreP,diff,under2p,2to9,양방향,한쪽 박살,35.2833
p,Over20p,moreP,diff,under2p,2to9,롱,완전 익절,52.8717
p,Over20p,moreP,diff,under2p,2to9,롱,부분 익절,12.2276
p,Over20p,moreP,diff,under2p,2to9,롱,손실 전체,34.9007
p,Over20p,moreP,diff,under2p,2to9,롱,익절선보다 큰 손실,11.8935
p,Over20p,moreP,diff,under2p,2to9,롱,손실 평균,-1.8405
p,Over20p,moreP,diff,under2p,2to9,롱,손실 중위값,-1.3233
p,Over20p,moreP,diff,under2p,2to9,숏,완전 익절,39.9128
p,Over20p,moreP,diff,under2p,2to9,숏,부분 익절,12.1501
p,Over20p,moreP,diff,under2p,2to9,숏,손실 전체,47.937
p,Over20p,moreP,diff,under2p,2to9,숏,익절선보다 큰 손실,23.3898
p,Over20p,moreP,diff,under2p,2to9,숏,손실 평균,2.4826
p,Over20p,moreP,diff,under2p,2to9,숏,손실 중위값,1.9455
p,Over20p,moreP,diff,over2p,2to9,양방향,양쪽 다 털기,30.5124
p,Over20p,moreP,diff,over2p,2to9,양방향,양쪽 부분 털기,4.7428
p,Over20p,moreP,diff,over2p,2to9,양방향,횡보,11.8219
p,Over20p,moreP,diff,over2p,2to9,양방향,한쪽 박살,36.2378
p,Over20p,moreP,diff,over2p,2to9,롱,완전 익절,67.2014
p,Over20p,moreP,diff,over2p,2to9,롱,부분 익절,9.4355
p,Over20p,moreP,diff,over2p,2to9,롱,손실 전체,23.3631
p,Over20p,moreP,diff,over2p,2to9,롱,익절선보다 큰 손실,10.8493
p,Over20p,moreP,diff,over2p,2to9,롱,손실 평균,-2.879
p,Over20p,moreP,diff,over2p,2to9,롱,손실 중위값,-1.8075
p,Over20p,moreP,diff,over2p,2to9,숏,완전 익절,51.489
p,Over20p,moreP,diff,over2p,2to9,숏,부분 익절,6.1265
p,Over20p,moreP,diff,over2p,2to9,숏,손실 전체,42.3844
p,Over20p,moreP,diff,over2p,2to9,숏,익절선보다 큰 손실,25.3885
p,Over20p,moreP,diff,over2p,2to9,숏,손실 평균,3.6434
p,Over20p,moreP,diff,over2p,2to9,숏,손실 중위값,2.5606
p,Over20p,moreP,same,under2p,2to9,양방향,양쪽 다 털기,15.4474
p,Over20p,moreP,same,under2p,2to9,양방향,양쪽 부분 털기,5.1755
p,Over20p,moreP,same,under2p,2to9,양방향,횡보,23.158
p,Over20p,moreP,same,under2p,2to9,양방향,한쪽 박살,31.0134
p,Over20p,moreP,same,under2p,2to9,롱,완전 익절,50.4708
p,Over20p,moreP,same,under2p,2to9,롱,부분 익절,13.7947
p,Over20p,moreP,same,under2p,2to9,롱,손실 전체,35.7345
p,Over20p,moreP,same,under2p,2to9,롱,익절선보다 큰 손실,10.3773
p,Over20p,moreP,same,under2p,2to9,롱,손실 평균,-1.8421
p,Over20p,moreP,same,under2p,2to9,롱,손실 중위값,-1.1391
p,Over20p,moreP,same,under2p,2to9,숏,완전 익절,41.8187
p,Over20p,moreP,same,under2p,2to9,숏,부분 익절,12.3329
p,Over20p,moreP,same,under2p,2to9,숏,손실 전체,45.8484
p,Over20p,moreP,same,under2p,2to9,숏,익절선보다 큰 손실,20.6361
p,Over20p,moreP,same,under2p,2to9,숏,손실 평균,2.444
p,Over20p,moreP,same,under2p,2to9,숏,손실 중위값,1.7639
p,Over20p,moreP,same,over2p,2to9,양방향,양쪽 다 털기,37.0522
p,Over20p,moreP,same,over2p,2to9,양방향,양쪽 부분 털기,4.877
p,Over20p,moreP,same,over2p,2to9,양방향,횡보,3.8843
p,Over20p,moreP,same,over2p,2to9,양방향,한쪽 박살,36.1243
p,Over20p,moreP,same,over2p,2to9,롱,완전 익절,73.3492
p,Over20p,moreP,same,over2p,2to9,롱,부분 익절,5.4596
p,Over20p,moreP,same,over2p,2to9,롱,손실 전체,21.1912
p,Over20p,moreP,same,over2p,2to9,롱,익절선보다 큰 손실,10.5093
p,Over20p,moreP,same,over2p,2to9,롱,손실 평균,-3.0981
p,Over20p,moreP,same,over2p,2to9,롱,손실 중위값,-1.987
p,Over20p,moreP,same,over2p,2to9,숏,완전 익절,59.8187
p,Over20p,moreP,same,over2p,2to9,숏,부분 익절,2.9996
p,Over20p,moreP,same,over2p,2to9,숏,손실 전체,37.1817
p,Over20p,moreP,same,over2p,2to9,숏,익절선보다 큰 손실,25.615
p,Over20p,moreP,same,over2p,2to9,숏,손실 평균,4.0423
p,Over20p,moreP,same,over2p,2to9,숏,손실 중위값,3.0878
